PRT_ID,AREA,INT_SQFT,DATE_SALE,DISTANT FROM THE MAINROAD,NUMBER OF BEDROOM,NUMBER OF BATHROOM,NUMBER OF ROOM,REGISTRATION FEE,COMMISSSION PRICE,SALES PRICE,,,Latitude,Longitude
P08117,Adyar,1296,21-04-2008,25,2,2,4,338320,49753,9950600,,,13.0067,80.257
P04991,KK Nagar,1554,22-05-2010,18,2,1,4,479055,229547,9980320,,,13.0378,80.2055
P00214,Anna Nagar,1737,15-09-2014,71,1,1,4,385905,214392,14292780,,,13.086,80.2103
P06313,Karapakkam,785,15-09-2009,116,1,1,2,207104,86293,5752875,,,12.9346,80.2409
P03528,Karapakkam,1678,08-03-2011,70,2,2,4,475330,202015,11883250,,,12.9346,80.2409
P03457,KK Nagar,2360,23-03-2011,171,4,2,6,693566,495405,19816180,,,13.0378,80.2055
P04638,KK Nagar,1464,27-07-2010,2,2,1,4,394575,131525,9394640,,,13.0378,80.2055
P03587,KK Nagar,1632,22-02-2011,156,2,1,4,514815,262661,10506420,,,13.0378,80.2055
P09583,Velachery,1755,06-09-2006,103,2,1,4,332987,61340,8762820,,,12.9784,80.221
P06391,Velachery,1556,29-08-2009,105,2,1,4,289791,130873,9348100,,,12.9784,80.221
P02470,Adyar,1170,29-09-2011,120,1,1,3,337985,18269,9134740,,,13.0067,80.257
P09557,Adyar,901,12-10-2006,106,1,1,3,267514,84076,7643255,,,13.0067,80.257
P06262,Karapakkam,1160,26-09-2009,184,1,1,3,426540,222156,8886250,,,12.9346,80.2409
P05477,Karapakkam,1570,17-02-2010,170,2,2,4,243466,128140,6407000,,,12.9346,80.2409
P02309,Karapakkam,1476,26-10-2011,167,2,2,4,576800,126896,11536000,,,12.9346,80.2409
P01548,Karapakkam,586,20-03-2012,190,1,1,2,255984,85328,5333000,,,12.9346,80.2409
P04821,Karapakkam,1059,25-06-2010,110,1,1,3,306121,188382,7849250,,,12.9346,80.2409
P02713,T Nagar,1712,13-08-2011,1,1,1,4,372538,262157,13797720,,,13.0418,80.2332
P08465,Adyar,847,23-12-2007,7,1,1,3,284707,14985,7492300,,,13.0067,80.257
P02310,Karapakkam,1192,26-10-2011,152,1,1,3,235059,101503,5342250,,,12.9346,80.2409
P09665,Velachery,1942,09-04-2006,126,3,2,5,583655,324253,16212650,,,12.9784,80.221
P06287,Karapakkam,557,20-09-2009,105,1,1,2,183695,94203,4710125,,,12.9346,80.2409
P06698,Velachery,1728,21-06-2009,123,2,1,4,461853,283071,14898480,,,12.9784,80.221
P07369,Velachery,1798,06-12-2008,23,2,1,4,511811,204725,17060380,,,12.9784,80.221
P02245,Karapakkam,1497,07-11-2011,24,2,2,4,311929,76249,6931750,,,12.9346,80.2409
P06933,Chrompet,1173,15-04-2009,27,1,1,3,262285,24589,8196400,,,12.9489,80.1354
P01002,Anna Nagar,1640,08-03-2013,198,1,1,4,495731,318684,17704670,,,13.086,80.2103
P07261,KK Nagar,1747,05-01-2009,82,2,1,4,377464,161770,10784680,,,13.0378,80.2055
P05720,Karapakkam,1342,04-01-2010,183,2,2,4,287828,211074,9594250,,,12.9346,80.2409
P08626,T Nagar,2000,17-10-2007,31,2,1,5,435100,95178,13596890,,,13.0418,80.2332
P09661,Velachery,1987,16-04-2006,158,3,2,5,423940,167345,11156320,,,12.9784,80.221
P06041,Karapakkam,1567,04-11-2009,2,2,2,4,247228,193147,7725875,,,12.9346,80.2409
P03794,Karapakkam,1188,09-01-2011,187,1,1,3,373141,186571,9819500,,,12.9346,80.2409
P04018,Adyar,737,24-11-2010,12,1,1,2,123814,54169,3869180,,,13.0067,80.257
P04698,Karapakkam,785,16-07-2010,63,1,1,2,251663,93642,5852625,,,12.9346,80.2409
P02964,KK Nagar,2078,22-06-2011,13,3,2,5,475144,106665,9696820,,,13.0378,80.2055
P08876,Adyar,647,12-07-2007,45,1,1,2,373407,76596,9574550,,,13.0067,80.257
P05953,Karapakkam,1171,21-11-2009,111,1,1,3,256310,134258,6102625,,,12.9346,80.2409
P07062,KK Nagar,2435,08-03-2009,124,4,2,6,850347,364434,20246360,,,13.0378,80.2055
P09683,Velachery,1805,05-03-2006,29,3,2,5,643358,237027,16930470,,,12.9784,80.221
P06128,Karapakkam,1145,16-10-2009,38,1,1,3,264492,82654,5510250,,,12.9346,80.2409
P02257,Karapakkam,971,04-11-2011,15,1,1,3,287342,156732,6530500,,,12.9346,80.2409
P06193,Karapakkam,1657,07-10-2009,78,2,2,4,507356,223237,10147125,,,12.9346,80.2409
P08685,Velachery,1638,21-09-2007,16,2,1,4,300883,116471,9705900,,,12.9784,80.221
P05642,Adyar,1284,19-01-2010,141,2,2,4,531547,225505,16107475,,,13.0067,80.257
P02602,Adyar,1273,04-09-2011,66,2,2,4,231002,96872,7451690,,,13.0067,80.257
P00726,Chrompet,1185,10-09-2013,188,1,1,3,264238,111793,10163000,,,12.9489,80.1354
P06914,T Nagar,1538,20-04-2009,161,1,1,4,678193,368162,19376950,,,13.0418,80.2332
P07558,KK Nagar,1929,04-10-2008,84,3,2,5,447655,81392,10173980,,,13.0378,80.2055
P03775,KK Nagar,1656,13-01-2011,30,2,1,4,392764,163652,10910100,,,13.0378,80.2055
P05465,Adyar,1287,19-02-2010,9,2,2,4,585531,135123,15013625,,,13.0067,80.257
P03635,T Nagar,1749,10-02-2011,118,1,1,4,374829,152274,11713410,,,13.0418,80.2332
P01156,Anna Nagar,1585,25-11-2012,188,1,1,4,469335,104297,17382790,,,13.086,80.2103
P02905,T Nagar,1962,02-07-2011,180,2,1,5,412438,222082,15862990,,,13.0418,80.2332
P06729,KK Nagar,1425,11-06-2009,106,2,1,4,303705,69418,8677280,,,13.0378,80.2055
P05579,Karapakkam,884,31-01-2010,11,1,1,2,323018,132520,8282500,,,12.9346,80.2409
P00343,Chrompet,1052,22-06-2014,159,1,1,3,261582,103048,7926740,,,12.9489,80.1354
P00100,T Nagar,1756,12-12-2014,12,1,1,4,483743,133029,12093570,,,13.0418,80.2332
P02620,Karapakkam,523,01-09-2011,148,1,1,2,295600,118240,7390000,,,12.9346,80.2409
P04790,Velachery,1524,30-06-2010,33,2,1,4,431078,187906,11053290,,,12.9784,80.221
P00721,T Nagar,1949,14-09-2013,137,2,1,5,448413,216974,14464930,,,13.0418,80.2332
P03999,Chrompet,1263,27-11-2010,61,2,1,4,276562,127644,10637010,,,12.9489,80.1354
P06556,KK Nagar,1917,25-07-2009,106,3,2,5,342425,276149,11045960,,,13.0378,80.2055
P07169,KK Nagar,1401,31-01-2009,100,2,1,4,370510,148204,7410200,,,13.0378,80.2055
P00040,Chrompet,723,25-01-2015,8,1,1,2,242084,77813,8645860,,,12.9489,80.1354
P07638,T Nagar,1660,15-09-2008,156,1,1,4,551420,249028,17787740,,,13.0418,80.2332
P01919,Chrompet,895,15-01-2012,191,1,1,3,255443,93662,8514750,,,12.9489,80.1354
P06857,Anna Nagar,1889,05-05-2009,160,2,1,5,387549,83046,13841050,,,13.086,80.2103
P04167,Chrompet,1199,24-10-2010,187,1,1,3,229015,27482,9160580,,,12.9489,80.1354
P01855,Karapakkam,782,26-01-2012,95,1,1,2,319575,132507,7794500,,,12.9346,80.2409
P01305,Anna Nagar,1571,21-08-2012,124,1,1,4,388396,64733,12946530,,,13.086,80.2103
P03199,KK Nagar,1848,07-05-2011,178,3,2,5,540032,381199,15883280,,,13.0378,80.2055
P04142,Chrompet,1131,28-10-2010,64,1,1,3,292600,121076,10089670,,,12.9489,80.1354
P01778,Karapakkam,1062,09-02-2012,15,1,1,3,170744,112051,5335750,,,12.9346,80.2409
P04954,KK Nagar,1983,28-05-2010,148,3,2,5,485075,254664,12126880,,,13.0378,80.2055
P08796,Velachery,1572,14-08-2007,1,2,1,4,285791,65324,8165450,,,12.9784,80.221
P08827,Anna Nagar,1535,03-08-2007,149,1,1,4,298603,206725,11484740,,,13.086,80.2103
P09007,T Nagar,1818,17-05-2007,193,2,1,5,682767,154173,22024740,,,13.0418,80.2332
P03358,KK Nagar,1484,09-04-2011,54,2,1,4,302902,224733,9771020,,,13.0378,80.2055
P06132,KK Nagar,2189,16-10-2009,60,3,2,5,470803,253509,12071880,,,13.0378,80.2055
P00079,Chrompet,1203,25-12-2014,171,2,1,4,426543,219734,12925550,,,12.9489,80.1354
P05873,KK Nagar,1610,07-12-2009,140,2,1,4,677049,292362,15387480,,,13.0378,80.2055
P05499,Adyar,863,13-02-2010,26,1,1,3,199110,59733,6637005,,,13.0067,80.257
P03121,Karapakkam,985,23-05-2011,61,1,1,3,238300,59575,7446875,,,12.9346,80.2409
P01557,Karapakkam,1623,18-03-2012,47,2,2,4,489657,291463,11658500,,,12.9346,80.2409
P04745,Adyar,1019,05-07-2010,153,1,1,3,213230,26654,6663435,,,13.0067,80.257
P04769,Karapakkam,1575,02-07-2010,4,2,2,4,455136,227568,9894250,,,12.9346,80.2409
P08883,Chrompet,802,09-07-2007,161,1,1,3,262960,47811,7968490,,,12.9489,80.1354
P08909,T Nagar,1846,24-06-2007,190,2,1,5,446535,173653,12403760,,,13.0418,80.2332
P03773,Chrompet,759,13-01-2011,131,1,1,2,252628,57045,8149280,,,12.9489,80.1354
P02174,KK Nagar,2060,24-11-2011,159,3,2,5,704554,352277,16012600,,,13.0378,80.2055
P01552,KK Nagar,1503,20-03-2012,183,2,1,4,478205,244663,11121040,,,13.0378,80.2055
P05290,Velachery,1853,24-03-2010,17,3,2,5,302791,75698,9462230,,,12.9784,80.221
P01161,T Nagar,1739,21-11-2012,16,1,1,4,675760,286686,20477590,,,13.0418,80.2332
P04884,Karapakkam,766,10-06-2010,38,1,1,2,271421,105066,8755500,,,12.9346,80.2409
P08858,Chrompet,857,23-07-2007,27,1,1,3,279562,127074,8471590,,,12.9489,80.1354
P00922,T Nagar,1887,01-05-2013,108,2,1,5,325601,234433,13024030,,,13.0418,80.2332
P02543,Karapakkam,1502,13-09-2011,98,2,2,4,361471,147875,8215250,,,12.9346,80.2409
P07228,Velachery,1568,14-01-2009,109,2,1,4,235388,114513,6361850,,,12.9784,80.221
P09140,Chrompet,918,23-03-2007,190,1,1,3,327879,32788,10929300,,,12.9489,80.1354
P07212,Adyar,1289,19-01-2009,70,2,2,4,512208,87807,14634500,,,13.0067,80.257
P04493,KK Nagar,1941,21-08-2010,34,3,2,5,550279,220112,12228420,,,13.0378,80.2055
P09681,Velachery,1730,09-03-2006,146,2,1,4,409282,157416,10494410,,,12.9784,80.221
P09981,Velachery,1513,25-05-2004,128,2,1,4,494026,86454,12350640,,,12.9784,80.221
P09634,Velachery,1762,20-05-2006,142,2,1,4,308417,63498,9071080,,,12.9784,80.221
P01323,Anna Nagar,1970,10-08-2012,65,2,1,5,361076,112058,12450910,,,13.086,80.2103
P05737,Velachery,1702,01-01-2010,129,2,1,4,476800,207836,12225650,,,12.9784,80.221
P09872,Velachery,1726,31-12-2004,19,2,1,4,217748,122484,6804640,,,12.9784,80.221
P00812,Chrompet,1243,07-07-2013,164,2,1,4,433864,108466,15495150,,,12.9489,80.1354
P09951,Velachery,1550,16-07-2004,53,2,1,4,435984,236677,12456680,,,12.9784,80.221
P05443,KK Nagar,1830,23-02-2010,123,3,2,5,636179,342558,16312280,,,13.0378,80.2055
P03302,Karapakkam,1435,17-04-2011,76,2,2,4,341364,195065,9753250,,,12.9346,80.2409
P05464,Velachery,1729,19-02-2010,105,2,1,4,350782,116927,10629750,,,12.9784,80.221
P09248,T Nagar,1572,13-02-2007,113,1,1,4,807919,207159,20715860,,,13.0418,80.2332
P03610,Chrompet,1145,17-02-2011,74,1,1,3,386024,185864,14297200,,,12.9489,80.1354
P00156,Chrompet,1043,06-11-2014,143,1,1,3,224570,66539,8317410,,,12.9489,80.1354
P06581,Karapakkam,1332,20-07-2009,137,1,1,3,346983,140446,8261500,,,12.9346,80.2409
P02416,Karapakkam,608,08-10-2011,41,1,1,2,229631,99300,6206250,,,12.9346,80.2409
P03339,Adyar,676,11-04-2011,67,1,1,2,319218,16801,8400465,,,13.0067,80.257
P05654,Velachery,1685,17-01-2010,175,2,1,4,355338,177669,11104320,,,12.9784,80.221
P08754,Adyar,658,01-09-2007,175,1,1,2,237272,36503,6083885,,,13.0067,80.257
P08597,Chrompet,1008,27-10-2007,99,1,1,3,247412,106034,8836160,,,12.9489,80.1354
P05620,Anna Nagar,1924,24-01-2010,36,2,1,5,463081,95340,13620040,,,13.086,80.2103
P07050,KK Nagar,2112,10-03-2009,77,3,2,5,804310,351886,16756460,,,13.0378,80.2055
P05989,Chrompet,917,14-11-2009,177,1,1,3,321029,95120,11889950,,,12.9489,80.1354
P04597,Karapakkam,1353,03-08-2010,20,2,2,4,291512,77165,8573875,,,12.9346,80.2409
P03995,Anna Nagar,1694,28-11-2010,161,1,1,4,548144,154605,14054970,,,13.086,80.2103
P08602,Anna Nagar,1625,26-10-2007,192,1,1,4,696012,128213,18316110,,,13.086,80.2103
P00994,Anna Nagar,1882,13-03-2013,45,2,1,5,590474,221428,14761860,,,13.086,80.2103
P00836,T Nagar,1924,24-06-2013,80,2,1,5,575205,287602,22123260,,,13.0418,80.2332
P01216,Chrompet,894,20-10-2012,89,1,1,3,337354,97942,10882400,,,12.9489,80.1354
P02109,Karapakkam,904,09-12-2011,82,1,1,3,260794,89219,6863000,,,12.9346,80.2409
P04269,Adyar,1279,03-10-2010,190,2,2,4,362338,137101,9792910,,,13.0067,80.257
P01760,Velachery,1547,12-02-2012,23,2,1,4,343080,201812,10090590,,,12.9784,80.221
P05320,Karapakkam,626,18-03-2010,193,1,1,2,248565,45655,5072750,,,12.9346,80.2409
P00204,T Nagar,1673,25-09-2014,32,1,1,4,389002,194501,12156320,,,13.0418,80.2332
P00708,Chrompet,1296,29-09-2013,65,2,1,4,354454,85928,10741020,,,12.9489,80.1354
P07487,KK Nagar,2194,25-10-2008,73,3,2,5,722637,201666,16805520,,,13.0378,80.2055
P02875,KK Nagar,1678,08-07-2011,200,2,1,4,475514,271722,13586120,,,13.0378,80.2055
P01629,Chrompet,702,07-03-2012,190,1,1,2,216575,136362,8021300,,,12.9489,80.1354
P08316,Adyar,1067,16-02-2008,55,1,1,3,270654,63683,7960405,,,13.0067,80.257
P05371,Chrompet,980,08-03-2010,90,1,1,3,308031,189558,11847350,,,12.9489,80.1354
P07138,KK Nagar,1989,10-02-2009,185,3,2,5,407510,191770,11985600,,,13.0378,80.2055
P00109,Chrompet,1257,07-12-2014,163,2,1,4,413654,110308,13788450,,,12.9489,80.1354
P00074,Chrompet,1069,26-12-2014,55,1,1,3,302408,110883,10080280,,,12.9489,80.1354
P02551,Karapakkam,606,12-09-2011,86,1,1,2,262590,85342,6564750,,,12.9346,80.2409
P03196,Karapakkam,1449,07-05-2011,49,2,2,4,354460,203815,8861500,,,12.9346,80.2409
P05960,Karapakkam,1154,20-11-2009,170,1,1,3,236400,70920,7880000,,,12.9346,80.2409
P03736,Adyar,927,20-01-2011,72,1,1,3,469267,63414,12682895,,,13.0067,80.257
P03926,Karapakkam,1613,12-12-2010,151,2,2,4,335598,183053,10169625,,,12.9346,80.2409
P07522,Velachery,1851,14-10-2008,106,3,2,5,442487,95673,11959100,,,12.9784,80.221
P09322,Velachery,1511,17-01-2007,128,2,1,4,405284,166270,10391900,,,12.9784,80.221
P01879,KK Nagar,1765,23-01-2012,6,2,1,4,345539,177439,9338880,,,13.0378,80.2055
P02997,Karapakkam,1238,16-06-2011,63,1,1,3,430531,283244,11329750,,,12.9346,80.2409
P00411,Chrompet,934,06-05-2014,3,1,1,3,211726,118567,8469050,,,12.9489,80.1354
P00877,Chrompet,754,31-05-2013,92,1,1,2,238880,107881,7705800,,,12.9489,80.1354
P01695,T Nagar,1736,25-02-2012,60,1,1,4,365487,182743,14057180,,,13.0418,80.2332
P08455,Chrompet,980,26-12-2007,18,1,1,3,284510,43108,8621500,,,12.9489,80.1354
P03007,Karapakkam,1299,15-06-2011,114,1,1,3,336186,177432,9338500,,,12.9346,80.2409
P05710,Karapakkam,849,07-01-2010,118,1,1,2,204080,90702,5668875,,,12.9346,80.2409
P04897,KK Nagar,1450,09-06-2010,169,2,1,4,431738,251011,10040420,,,13.0378,80.2055
P00832,T Nagar,1634,25-06-2013,11,1,1,4,432829,190954,12730270,,,13.0418,80.2332
P04157,Karapakkam,1320,25-10-2010,57,1,1,3,332145,177144,11071500,,,12.9346,80.2409
P02711,Chrompet,769,13-08-2011,69,1,1,2,203326,36308,7261650,,,12.9489,80.1354
P02041,Karapakkam,1150,20-12-2011,32,1,1,3,223424,69820,6982000,,,12.9346,80.2409
P09366,Chrompet,908,04-01-2007,39,1,1,3,188674,37735,7546960,,,12.9489,80.1354
P06360,Karapakkam,1668,06-09-2009,141,2,2,4,423166,218408,13650500,,,12.9346,80.2409
P07659,KK Nagar,1990,09-09-2008,149,3,2,5,351520,117173,10652120,,,13.0378,80.2055
P01053,Anna Nagar,1857,23-01-2013,28,2,1,5,454873,66893,13378610,,,13.086,80.2103
P06533,KK Nagar,2061,30-07-2009,115,3,2,5,725167,397115,17265880,,,13.0378,80.2055
P07925,KK Nagar,1668,23-06-2008,14,2,1,4,492186,231026,10044620,,,13.0378,80.2055
P05243,KK Nagar,1444,04-04-2010,198,2,1,4,347841,173921,9153720,,,13.0378,80.2055
P00237,Chrompet,1121,02-09-2014,106,1,1,3,245417,54537,9089520,,,12.9489,80.1354
P07457,KK Nagar,1514,04-11-2008,4,2,1,4,326724,154286,9075660,,,13.0378,80.2055
P07364,Chrompet,1256,08-12-2008,34,2,1,4,318650,139409,9957800,,,12.9489,80.1354
P06464,Karapakkam,672,12-08-2009,103,1,1,2,232210,127716,5805250,,,12.9346,80.2409
P08214,Adyar,908,20-03-2008,112,1,1,3,405702,157046,13087155,,,13.0067,80.257
P04294,Karapakkam,1631,28-09-2010,22,2,2,4,428444,149024,9314000,,,12.9346,80.2409
P07170,Adyar,1001,30-01-2009,58,1,1,3,410816,126405,10533755,,,13.0067,80.257
P09462,Velachery,1618,25-11-2006,8,2,1,4,458492,91698,11462310,,,12.9784,80.221
P02331,KK Nagar,2340,24-10-2011,129,4,2,6,569721,284860,12948200,,,13.0378,80.2055
P01949,Karapakkam,1159,09-01-2012,121,1,1,3,295182,67646,6149625,,,12.9346,80.2409
P02950,Velachery,1775,24-06-2011,43,2,1,4,430232,165474,11031600,,,12.9784,80.221
P04887,Chrompet,1008,10-06-2010,30,1,1,3,317826,152557,12713050,,,12.9489,80.1354
P05367,Velachery,1563,09-03-2010,57,2,1,4,563931,156647,15664740,,,12.9784,80.221
P02759,KK Nagar,1723,04-08-2011,35,2,1,4,518214,247841,11265520,,,13.0378,80.2055
P09566,Velachery,1543,03-10-2006,55,2,1,4,425726,206413,12900790,,,12.9784,80.221
P09368,Chrompet,1231,03-01-2007,161,2,1,4,287600,143800,10271420,,,12.9489,80.1354
P00892,T Nagar,1995,18-05-2013,111,2,1,5,396336,113239,14154840,,,13.0418,80.2332
P04171,KK Nagar,2113,23-10-2010,28,3,2,5,535058,304011,12160420,,,13.0378,80.2055
P00352,T Nagar,1849,12-06-2014,93,2,1,5,817115,375431,22084180,,,13.0418,80.2332
P03485,Chrompet,1095,18-03-2011,144,1,1,3,308554,139347,9953350,,,12.9489,80.1354
P03534,Karapakkam,1057,06-03-2011,187,1,1,3,307598,175770,8788500,,,12.9346,80.2409
P06311,Karapakkam,841,15-09-2009,187,1,1,2,194254,100260,6266250,,,12.9346,80.2409
P03693,Adyar,693,30-01-2011,80,1,1,2,268301,75675,6879510,,,13.0067,80.257
P01155,Anna Nagar,1666,25-11-2012,173,1,1,4,383721,71948,11991280,,,13.086,80.2103
P04291,T Nagar,1517,29-09-2010,131,1,1,4,653989,217996,19817860,,,13.0418,80.2332
P08373,Anna Nagar,1854,25-01-2008,72,2,1,5,553458,237196,19766360,,,13.086,80.2103
P07266,Adyar,789,04-01-2009,117,1,1,2,315825,113373,8098070,,,13.0067,80.257
P06656,Chrompet,760,02-07-2009,24,1,1,2,223398,41370,8274000,,,12.9489,80.1354
P08115,Chrompet,1137,22-04-2008,29,1,1,3,276289,53475,8912540,,,12.9489,80.1354
P00134,Anna Nagar,1687,17-11-2014,6,1,1,4,725563,196098,19609810,,,13.086,80.2103
P04286,Karapakkam,984,30-09-2010,183,1,1,3,192267,48067,5340750,,,12.9346,80.2409
P05418,Karapakkam,1662,27-02-2010,154,2,2,4,628450,128255,12825500,,,12.9346,80.2409
P06712,Adyar,1065,18-06-2009,75,1,1,3,339978,69739,8717385,,,13.0067,80.257
P06808,KK Nagar,1621,17-05-2009,101,2,1,4,446769,129067,9928200,,,13.0378,80.2055
P05608,Chrompet,703,26-01-2010,60,1,1,2,255188,57623,8231860,,,12.9489,80.1354
P00150,Chrompet,1221,08-11-2014,62,2,1,4,324498,167166,9833270,,,12.9489,80.1354
P02313,KK Nagar,1577,26-10-2011,22,2,1,4,517819,172606,13277420,,,13.0378,80.2055
P05251,Chrompet,989,02-04-2010,193,1,1,3,350260,74298,10613930,,,12.9489,80.1354
P04410,KK Nagar,1368,07-09-2010,6,2,1,4,453664,259236,10801520,,,13.0378,80.2055
P08205,KK Nagar,2365,23-03-2008,128,4,2,6,726866,149101,18637600,,,13.0378,80.2055
P00014,Anna Nagar,1525,12-02-2015,119,1,1,4,526998,245932,17566590,,,13.086,80.2103
P01888,Adyar,1180,21-01-2012,63,1,1,3,347711,122169,9397585,,,13.0067,80.257
P04716,Karapakkam,1122,12-07-2010,58,1,1,3,248013,82671,6889250,,,12.9346,80.2409
P04134,Anna Nagar,1775,30-10-2010,152,1,1,4,565848,331704,19512010,,,13.086,80.2103
P05992,Anna Nagar,1877,14-11-2009,47,2,1,5,418064,156774,13064510,,,13.086,80.2103
P09059,Chrompet,760,25-04-2007,127,1,1,2,209669,50321,8386750,,,12.9489,80.1354
P07222,KK Nagar,2297,16-01-2009,51,4,2,6,370230,231394,11569680,,,13.0378,80.2055
P01624,Karapakkam,787,07-03-2012,43,1,1,2,383443,117381,7825375,,,12.9346,80.2409
P03449,KK Nagar,2317,24-03-2011,37,4,2,6,462095,262554,10502160,,,13.0378,80.2055
P06449,Karapakkam,749,17-08-2009,187,1,1,2,232584,47574,5286000,,,12.9346,80.2409
P06975,Velachery,1616,01-04-2009,188,2,1,4,313415,195885,9794230,,,12.9784,80.221
P01875,Adyar,1284,23-01-2012,199,2,2,4,336110,148284,9885575,,,13.0067,80.257
P01033,Chrompet,756,07-02-2013,176,1,1,2,314343,104781,10478100,,,12.9489,80.1354
P07623,Chrompet,1238,17-09-2008,132,2,1,4,299069,65421,9345900,,,12.9489,80.1354
P00630,Chrompet,1236,20-11-2013,41,2,1,4,307364,111769,9314050,,,12.9489,80.1354
P03626,T Nagar,1664,13-02-2011,108,1,1,4,516824,119267,13251910,,,13.0418,80.2332
P00626,Anna Nagar,1537,23-11-2013,37,1,1,4,476629,293310,18331880,,,13.086,80.2103
P09760,Velachery,1731,06-09-2005,184,2,1,4,539147,242616,13478680,,,12.9784,80.221
P05390,Chrompet,929,05-03-2010,39,1,1,3,293944,35630,8907400,,,12.9489,80.1354
P07904,Chrompet,786,29-06-2008,21,1,1,2,212831,122787,8185800,,,12.9489,80.1354
P06254,Karapakkam,1370,28-09-2009,178,2,2,4,401511,146004,9125250,,,12.9346,80.2409
P04768,Karapakkam,1685,02-07-2010,58,2,2,4,290756,166146,6922750,,,12.9346,80.2409
P07447,T Nagar,1549,06-11-2008,77,1,1,4,461079,97069,12133650,,,13.0418,80.2332
P00391,Anna Nagar,1539,20-05-2014,107,1,1,4,709816,91002,18200410,,,13.086,80.2103
P08647,Anna Nagar,1898,09-10-2007,111,2,1,5,337128,94396,13485130,,,13.086,80.2103
P08442,Chrompet,918,30-12-2007,131,1,1,3,376402,70575,11762550,,,12.9489,80.1354
P06293,Chrompet,774,19-09-2009,50,1,1,2,227610,63731,9104380,,,12.9489,80.1354
P07662,Chrompet,1072,08-09-2008,36,1,1,3,370014,47744,11935950,,,12.9489,80.1354
P08417,Chrompet,1239,09-01-2008,59,2,1,4,282909,65287,10881130,,,12.9489,80.1354
P02330,KK Nagar,1362,24-10-2011,96,2,1,4,376549,230788,12146740,,,13.0378,80.2055
P00493,T Nagar,1785,03-03-2014,128,1,1,4,437999,169548,14128990,,,13.0418,80.2332
P07325,KK Nagar,2181,20-12-2008,104,3,2,5,354642,118214,11821400,,,13.0378,80.2055
P08211,KK Nagar,2033,22-03-2008,99,3,2,5,438509,162875,12528840,,,13.0378,80.2055
P05729,Adyar,952,03-01-2010,167,1,1,3,422082,158281,10552045,,,13.0067,80.257
P00001,Chrompet,1066,17-02-2015,176,1,1,3,409401,62031,12406100,,,12.9489,80.1354
P08254,Chrompet,1153,08-03-2008,58,1,1,3,460074,230037,14377300,,,12.9489,80.1354
P02188,Velachery,1849,19-11-2011,190,3,2,5,322572,123336,9487400,,,12.9784,80.221
P06445,Karapakkam,1095,18-08-2009,190,1,1,3,246263,65670,5472500,,,12.9346,80.2409
P07020,Adyar,1100,21-03-2009,135,1,1,3,369104,10253,10252895,,,13.0067,80.257
P03543,Adyar,1300,05-03-2011,72,2,2,4,439572,65936,10989305,,,13.0067,80.257
P02570,T Nagar,1806,10-09-2011,12,2,1,5,426177,153897,11838240,,,13.0418,80.2332
P08984,Anna Nagar,1897,25-05-2007,167,2,1,5,492338,164113,12624040,,,13.086,80.2103
P09158,Chrompet,1121,15-03-2007,158,1,1,3,215489,132609,8288050,,,12.9489,80.1354
P09545,Adyar,985,17-10-2006,50,1,1,3,392828,71423,11903865,,,13.0067,80.257
P09767,Velachery,1782,01-09-2005,13,2,1,4,308222,154111,10274050,,,12.9784,80.221
P02771,Anna Nagar,1582,02-08-2011,198,1,1,4,434969,121791,17398770,,,13.086,80.2103
P09038,Chrompet,1225,05-05-2007,72,2,1,4,300096,48403,9680500,,,12.9489,80.1354
P04549,KK Nagar,1727,11-08-2010,25,2,1,4,379362,118551,11855060,,,13.0378,80.2055
P09933,Velachery,1712,22-08-2004,29,2,1,4,618119,110944,15849210,,,12.9784,80.221
P09539,Adyar,1089,19-10-2006,82,1,1,3,326257,85857,8585715,,,13.0067,80.257
P02904,Velachery,1532,02-07-2011,80,2,1,4,423724,229040,11452010,,,12.9784,80.221
P02838,KK Nagar,1301,16-07-2011,103,1,1,3,348318,232212,9675500,,,13.0378,80.2055
P07586,Adyar,812,26-09-2008,180,1,1,3,251434,50287,6285850,,,13.0067,80.257
P04938,Chrompet,863,31-05-2010,113,1,1,3,242226,125020,7813750,,,12.9489,80.1354
P05156,Velachery,1686,18-04-2010,78,2,1,4,312940,100948,10094840,,,12.9784,80.221
P01880,Karapakkam,1332,22-01-2012,146,1,1,3,449430,235951,11235750,,,12.9346,80.2409
P01210,Chrompet,969,23-10-2012,184,1,1,3,420241,149118,13556150,,,12.9489,80.1354
P05691,Adyar,1300,11-01-2010,77,2,2,4,333885,135359,9023925,,,13.0067,80.257
P01657,Karapakkam,593,01-03-2012,101,1,1,2,175082,87541,4863375,,,12.9346,80.2409
P03549,Chrompet,809,04-03-2011,56,1,1,3,201847,110690,6511200,,,12.9489,80.1354
P03357,Karapakkam,1105,09-04-2011,138,1,1,3,345512,90134,7511125,,,12.9346,80.2409
P06358,Karapakkam,542,06-09-2009,178,1,1,2,126567,48216,3013500,,,12.9346,80.2409
P05504,Karapakkam,1608,12-02-2010,10,2,2,4,388238,138656,9243750,,,12.9346,80.2409
